pid,institution,status,summary,lkw,viewfrom,placenotes,date,datebeg,dateend,datenotes,inscriptions,skw,akw,okw,event,personalname,role,photographer,loanby,condnotes,webimg,copies,format,locconf,dateconf,previds,height,width,bwcol,cond,catalogby,catdate,batch,cd,usedimg,scanres,bitdepth,pixelwid,pixelht,scandate,moddate,scannedby,scannedon,scansoft,chksum,recorder,comments,lastedit,filter,s_summary,s_viewfrom,s_placenotes,s_datenotes,s_personalname,s_inscriptions
1011,RHW,publish,"Looking East from the Guildhall, a view of the N side of the High St, High Wycombe. 1890s?",|High Street area;;High Wycombe (central);Bucks;UK|,Guildhall to E,Cross Keys public house Wheatsheaf public house Red Lion Hotel Before Corporation St. in 1902,before 1902 ,18990000,19020000,"Mid to late Victorian, bicycles and street lighting",HIGH WYCOMBE,|Commercial building|Streetscape|,|Shopping|,|Cart/carriage|Cycle|Man|Pub/hotel/inn|Shop|Sign|Street lighting|Woman|,,,,,,Small spot on right,RHW01011.jpg,1,Photo Print,Certain,Unsure,HIG111 | HW4123,107,144,Monochrome,OK,MEW,7.2.2005,BAT_001,LIB_001,RHW01011,600 x 600,8,3452,2514,25.5.2005 11:44:50,25.5.2005 11:44:50,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,5816f530f9299cc9aa3903db0c7d25c0,HDC:20060302,NULL,0000-00-00 00:00:00,P,lookingeastfromtheguildhallaviewofthensideofthehighsthighwycombe1890s,guildhalltoe,crosskeyspublichousewheatsheafpublichouseredlionhotelbeforecorporationstin1902,midtolatevictorianbicyclesandstreetlighting,,highwycombe
1012,RHW,publish,"View of the Guildhall and Falcon public house, High St, High Wycombe. about 1880?",|High Street area;;High Wycombe (central);Bucks;UK|,In front of Guildhall,Falcon Commercial Inn Cornmarket Crown Lane Also showing White Hart St and Paul's Row,about 1880 ,18790000,18810000,Mason ironmonger 1869 to 1888,"High Street|Guildhall or High Street?|Presented by Mrs Elson 26 Priory Avenue|Rubber Stamp of High Wycombe Library (roundel), 208|s10.JPG",|Civic building|Commercial building|Streetscape|,,|Architectural feature|Pub/hotel/inn|Shop|,,"Mason,",Ironmonger,,,"Stuck on paper, glue showing through ink marks",RHW01012.jpg,1,Photo Print,Certain,Fairly Sure,HIG110 | 10 | 208,105,142,Monochrome,Poor,MEW,7.2.2005,BAT_001,LIB_001,RHW01012,600 x 600,8,3449,2566,25.5.2005 11:50:22,25.5.2005 11:50:22,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,4b7c2ec84c9c38657e79288260246530,HDC:20060302,NULL,0000-00-00 00:00:00,P,viewoftheguildhallandfalconpublichousehighsthighwycombeabout1880,infrontofguildhall,falconcommercialinncornmarketcrownlanealsoshowingwhitehartstandpaulsrow,masonironmonger1869to1888,mason,highstreet|guildhallorhighstreet|presentedbymrselson26prioryavenue|rubberstampofhighwycombelibraryroundel208|s10jpg
1013,RHW,publish,"View looking East of Municipal Offices, Queen Victoria Rd, High Wycombe. about 1960",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,W.side opposite Municipal Offices,View of Municipal Offices Flag on pole Notice 'Public Parking Prohibited',about 1960 ,19590000,19610000,Given number[0.11245] outside range of reliable Sweetland negatives,"Rubber Stamp of County Library Sweetland Collection, [a] [|s11.JPG|[a] DuplicateX|[a] W.Q.VIC (3)|[a] Municipal Offices Queen Victoria Rd|[b]  HIGH WYCOMBE|[b] (Dup)",|Civic building|Streetscape|,,|Bus stop|Street lighting|,,,,"Sweetland, Clarence Edward",,[b] same print as [a] but showing slightly more on right side,RHW01013.jpg,2,Photo Print,Certain,Fairly Sure,QUEV33 | QUE V.32a | 0.11245 | P825 | 11245,153,202,Monochrome,Good,MEW,10.2.2005,BAT_001,LIB_001,RHW01013b,600 x 600,8,5040,3856,25.5.2005 12:02:27,25.5.2005 12:02:27,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,3ea770521b123b4e1f5172348c446776,HDC:20060302,NULL,0000-00-00 00:00:00,P,viewlookingeastofmunicipalofficesqueenvictoriardhighwycombeabout1960,wsideoppositemunicipaloffices,viewofmunicipalofficesflagonpolenoticepublicparkingprohibited,givennumber011245outsiderangeofreliablesweetlandnegatives,,rubberstampofcountylibrarysweetlandcollectiona|s11jpg|aduplicatex|awqvic3|amunicipalofficesqueenvictoriard|bhighwycombe|bdup
1014,RHW,publish,"View looking East of Municipal Offices, Queen Victoria Rd, High Wycombe. about 1960",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,W.side opposite Municipal Offices,View of Municipal Offices Flag on pole Notice 'Public Parking Prohibited',about 1960 ,19590000,19610000,Number given [0.11245] outside range of reliable Sweetland negatives Same Sweetland number but different image as RHW010i3,Rubber Stamp of County Library Sweetland Collection|s11.JPG|Municipal Offices Queen Victoria Road,|Civic building|Streetscape|,,|Bus stop|Street lighting|,,,,"Sweetland, Clarence Edward",,,RHW01014.jpg,1,Photo Print,Certain,Fairly Sure,QUEV32 | W.Q.Vic(3) | 0.11245 | P826,152,202,Monochrome,Good,MEW,10.2.2005,BAT_001,LIB_001,RHW01014,600 x 600,8,4866,3624,25.5.2005 12:02:20,25.5.2005 12:02:20,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,8df41e113c5e2c85080fa6978fb79618,HDC:20060302,NULL,0000-00-00 00:00:00,P,viewlookingeastofmunicipalofficesqueenvictoriardhighwycombeabout1960,wsideoppositemunicipaloffices,viewofmunicipalofficesflagonpolenoticepublicparkingprohibited,numbergiven011245outsiderangeofreliablesweetlandnegativessamesweetlandnumberbutdifferentimageasrhw010i3,,rubberstampofcountylibrarysweetlandcollection|s11jpg|municipalofficesqueenvictoriaroad
1015,RHW,publish,View South from junction with High St of Queen Victoria Rd. High Wycombe. about 1960,|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,"N. at junction with High St, looking South",Britannic Assurance Co. Ltd Post Office Building at one time H.W. Food Office and BCC Ambulance Station Municipal Offices gardens Library Road sign showing crossing A40 and A404 signs to public conveniences and railway station,about 1960 ,19590000,19610000,1960 deleted 1970?added Number given [0.11302]outside range of reliable Sweetland numbers,Rubber Stamp of Clarence Sweetland (4)|s4.JPG|[s11|]Queen Victoria Road,|Civic building|Commercial building|Streetscape|,,|Bus|Bus stop|Child|Man|Motor vehicle|Post office|Sign|Street lighting|Traffic control|Woman|,,,,"Sweetland, Clarence Edward",,Two small spots on sky,RHW01015.jpg,1,Photo Print,Certain,Fairly Sure,QUEV30 | W.Q.Vic(1) | 0-11302 | P803,150,204,Monochrome,Good,MEW,10.2.2005,BAT_001,LIB_001,RHW01015,600 x 600,8,4942,3636,25.5.2005 12:02:13,25.5.2005 12:02:13,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,5c6683c0142c14ab71ffafb6f555fb4f,HDC:20060302,NULL,0000-00-00 00:00:00,P,viewsouthfromjunctionwithhighstofqueenvictoriardhighwycombeabout1960,natjunctionwithhighstlookingsouth,britannicassurancecoltdpostofficebuildingatonetimehwfoodofficeandbccambulancestationmunicipalofficesgardenslibraryroadsignshowingcrossinga40anda404signstopublicconveniencesandrailwaystation,1960deleted1970addednumbergiven011302outsiderangeofreliablesweetlandnumbers,,rubberstampofclarencesweetland4|s4jpg|s11|queenvictoriaroad
1016,RHW,publish,"View looking South of gardens and buildings in Queen Victoria Rd, High Wycombe. about 1960",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,"N. at junction with High St and Easton St, looking South",Sign 'Post Office' gardens Library Town Hall Wycombe Abbey,about 1960 ,19590000,19610000,earlier date 1940 deleted Number given [0.11230b]outside range of reliable Sweetland numbers,Rubber Stamp of County Library Sweetland Collection|s11.JPG|Queen Victoria Road,|Civic building|Commercial building|Streetscape|,,|Bus stop|Man|Motor vehicle|Shop|Street lighting|Traffic control|,,,,"Sweetland, Clarence Edward",,,RHW01016.jpg,1,Photo Print,Certain,Estimate,QUEV31 | W.Q.VIC(1) | 14 | 0.11230b | P805,152,202,Monochrome,Good,MEW,10.2.2005,BAT_001,LIB_001,RHW01016,600 x 600,8,4855,3614,25.5.2005 12:02:06,25.5.2005 12:02:06,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,eadea238621810e63a39f8765c8806c6,HDC:20060302,NULL,0000-00-00 00:00:00,P,viewlookingsouthofgardensandbuildingsinqueenvictoriardhighwycombeabout1960,natjunctionwithhighstandeastonstlookingsouth,signpostofficegardenslibrarytownhallwycombeabbey,earlierdate1940deletednumbergiven011230boutsiderangeofreliablesweetlandnumbers,,rubberstampofcountylibrarysweetlandcollection|s11jpg|queenvictoriaroad
1017,RHW,publish,"Stone laying ceremony, Free Library, Queen Victoria Rd, High Wycombe. Oct 1931",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Site of new library,,21.10.1931,19311021,19311021,Date given on photograph,Rubber Stamp of High Wycombe Library (accession)|s12.JPG|(people identified by inscription below image - see Names field),|Exterior|Group|,|Ceremony|,|Man|Mayor|,Stone laying ceremony,"Weston, J.H.,|Haines,|Child,|Hole,|Jupe,|Ellis,|Tyzack,|Britnell, F.,|Toms,|Sutton,|Rushbrooke, T.J.,|Howard,|Glenister,|Williams,|Beecroft, P.B.,|Tilling,|Healey, W.H.,|Thomas, Lady|James, Mrs|Healey, Mrs|Taylor,|Gibbs,|Dove, Frances, Dame|Easton, C.P., Mr|Blaikie, R.M., Mr|Lord,|Bliss,|Treacher, R.A., Mr|White,|Brocklehurst,|James, W.A., Mr|Brocklehurst, R.G., Mr|Haddow, H., Mr",Mace Bearer|Alderman|Councillor|Councillor|Councillor|Alderman|Alderman|Borough Accountant|Councillor|Councillor|Borough Surveyor|Councillor|Beadle|Councillor|Town Clerk|Alderman|Mayor|||Mayoress|Alderman|Councillor||Librarian||Councillor|Councillor||Councillor|Councillor|Builder|Architect|,,,,RHW01017.jpg,1,Photo Print,Certain,Certain,QUEV40 | W Q VIC(2) | P853,150,199,Monochrome,OK,MEW,14.2.2005,BAT_001,LIB_001,RHW01017,600 x 600,8,4828,3652,30.5.2005 12:32:30,30.5.2005 12:35:39,JLC,Mustek ScanExpress A3 USB,Adobe Photoshop CS Windows,d2ab1b4b7a4070bfd71959782e4bacc2,HDC:20060302,NULL,02/07/2017 10:02,F,stonelayingceremonyfreelibraryqueenvictoriardhighwycombeoct1931,siteofnewlibrary,,dategivenonphotograph,westonjh|haines|child|hole|jupe|ellis|tyzack|britnellf|toms|sutton|rushbrooketj|howard|glenister|williams|beecroftpb|tilling|healeywh|thomaslady|jamesmrs|healeymrs|taylor|gibbs|dovefrancesdame|eastoncpmr|blaikiermmr|lord|bliss|treacherramr|white|brocklehurst|jameswamr|brocklehurstrgmr|haddowhmr,rubberstampofhighwycombelibraryaccession|s12jpg|peopleidentifiedbyinscriptionbelowimageseenamesfield
1018,RHW,publish,"Opening ceremony of the Library, Queen Victoria Rd. High Wycombe, 25 June 1932",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Outside new Library,,25.6.1932,19320625,19320625,Known date,"Rubber Stamp of High Wycombe Library (accession)|s12.JPG|[b]  4x5""|90%",|Exterior|Group|,|Ceremony|,|Crest/emblem|Man|Mayor|Woman|,Opening of new Library,"Weston, J.H.,|Tilling,|Easton, C.P.,",Mace Bearer|Alderman|Librarian,,,"[b] smaller than a [b]condition fair, small bubble, not flat Photographer identified as Roberts in different print",RHW01018.jpg,2,Photo Print,Certain,Certain,QUEV41 | W.Q.VIC(2) | P854,152,195,Monochrome,OK,MEW,14.2.2005,BAT_001,LIB_001,RHW01018a,600 x 600,8,4742,3704,30.5.2005 12:32:58,30.5.2005 12:32:58,JLC,Mustek ScanExpress A3 USB,Adobe Photoshop CS Windows,1ddc59e0a6e1cc3917086d830bcab5ee,HDC:20060302,NULL,0000-00-00 00:00:00,F,openingceremonyofthelibraryqueenvictoriardhighwycombe25june1932,outsidenewlibrary,,knowndate,westonjh|tilling|eastoncp,rubberstampofhighwycombelibraryaccession|s12jpg|b4x5|90
1019,RHW,publish,"Queen Victoria Rd under construction, High Wycombe, about 1901",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,View from N. towards Abbey grounds,Construction of Queen Victoria Rd north of R. Wye,about 1901 ,19000000,19020000,Date written on photograph,Queen Victoria Road|Queen Victoria Road Construction|n.d.(c. 1901),|Landscape|,|Construction|,|Bridge|Man|River/stream|,,,,"Sweetland, Edward",,Mounted on card,RHW01019.jpg,1,Photo Print,Certain,Fairly Sure,QUEV5 | (1 | V42PH/107B | P788,150,208,Monochrome,OK,MEW,14.2.2005,BAT_001,LIB_001,RHW01019,600 x 600,8,5038,3686,30.5.2005 12:33:20,30.5.2005 12:33:20,JLC,Mustek ScanExpress A3 USB,Adobe Photoshop CS Windows,355832cddc993104d0946335b0adaa3f,HDC:20060302,NULL,0000-00-00 00:00:00,P,queenvictoriardunderconstructionhighwycombeabout1901,viewfromntowardsabbeygrounds,constructionofqueenvictoriardnorthofrwye,datewrittenonphotograph,,queenvictoriaroad|queenvictoriaroadconstruction|ndc1901
1020,RHW,publish,"Model Railway Exhibition in the Museum above Library, Queen Victoria Rd. High Wycombe, Nov 1945",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Entrance of Current (2005) Reference Library,,11.1945,19451100,19451131,Dates of Exhibition 24.11 to 1.12.1945,Rubber Stamp of High Wycombe Library (roundel)|s10.JPG|Model Engineering 1|Wycombe Model Association|Exhibition held in Museum,|Civic building|Interior|,|Exhibition|,|Household furniture|Model|,,,,,,Small black marks,RHW01020.jpg,1,Photo Print,Certain,Certain,QUEV58 | 685,155,205,Monochrome,OK,MEW,14.2.2005,BAT_001,LIB_001,RHW01020,600 x 600,8,4975,3646,25.5.2005 12:01:58,25.5.2005 12:01:58,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,ed0b40d66f2d8b92d5aef0e578ccc16a,HDC:20060302,NULL,0000-00-00 00:00:00,P,modelrailwayexhibitioninthemuseumabovelibraryqueenvictoriardhighwycombenov1945,entranceofcurrent2005referencelibrary,,datesofexhibition2411to1121945,,rubberstampofhighwycombelibraryroundel|s10jpg|modelengineering1|wycombemodelassociation|exhibitionheldinmuseum
1021,RHW,publish,"Model Exhibition at the Museum, in the Library Building, Queen Victoria Rd, High Wycombe. Nov 1945",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Interior of present (2005) Reference Library,Upper room in Library,11.1945,19451100,19451131,Date of Exhibition 24 Nov. to 1 Dec. 1945,"Rubber Stamp of High Wycombe Library (roundel), 682|s10.JPG|Engineering 2|Wycombe Model Engineering Association|Exhibition held in the museum 24 Nov to 1 Dec 1945",|Interior|,|Exhibition|,|Household furniture|Model|Painting|,,,,,,,RHW01021.jpg,1,Photo Print,Certain,Certain,QUEV57 | 682,153,206,Monochrome,Good,MEW,17.2.2005,BAT_001,LIB_001,RHW01021,600 x 600,8,4964,3646,25.5.2005 12:08:36,25.5.2005 12:08:36,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,34965ba0ca420054963bb91613fa81f9,HDC:20060302,NULL,05/05/2020 14:32,P,modelexhibitionatthemuseuminthelibrarybuildingqueenvictoriardhighwycombenov1945,interiorofpresent2005referencelibrary,upperroominlibrary,dateofexhibition24novto1dec1945,,rubberstampofhighwycombelibraryroundel682|s10jpg|engineering2|wycombemodelengineeringassociation|exhibitionheldinthemuseum24novto1dec1945
1022,RHW,publish,"Model Exhibition at the Museum, in the Library Building, Queen Victoria Rd, High Wycombe. Nov 1945",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Interior of present (2005) Reference Library,Upper room in Library. There is an interesting story behind the model traction engine at the extreme left - see the attached Comment by John Boothman,11.1945,19451100,19451131,Date of Exhibition 24 Nov. to 1 Dec. 1945,"Rubber Stamp of High Wycombe Library (roundel), 685|s10.JPG|High Wycombe Model Engineering Assn.|Exhibition held in museum 24 Nov to 1 Dec 1945",|Interior|,|Exhibition|,|Model|Painting|,,,,,,,RHW01022.jpg,1,Photo Print,Certain,Certain,QUEV59 | 685,155,206,Monochrome,Good,MEW,17.2.2005,BAT_001,LIB_001,RHW01022,600 x 600,8,4975,3668,25.5.2005 12:08:28,25.5.2005 12:08:28,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,753285aee0aebdbdf9f1d4e7850c66c1,HDC:20060302,1,23/02/2021 17:39,P,modelexhibitionatthemuseuminthelibrarybuildingqueenvictoriardhighwycombenov1945,interiorofpresent2005referencelibrary,UpperroominLibraryThereisaninterestingstorybehindthemodeltractionengineattheextremeleftseetheattachedCommentbyJohnBoothman,dateofexhibition24novto1dec1945,,rubberstampofhighwycombelibraryroundel685|s10jpg|highwycombemodelengineeringassn|exhibitionheldinmuseum24novto1dec1945
1023,RHW,publish,"View from the South of Police Station and Town Hall, Queen Victoria Rd, High Wycombe. Sept. 1937",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,S. looking North up Queen Victoria Rd towards High Street,"Showing bridge over R. Wye, Police Station and Town Hall",3.9.1937,19370903,19370903,Photographer's date,"Rubber Stamp of Edward Sweetland (2)|s2.JPG|Rubber Stamp of County Library Sweetland Collection, [a][b] |s11.JPG|Rubber Stamp of High Wycombe Library (roundel), [c] 417(a}|s10.JPG|Rubber Stamp of High Wycombe Library (roundel), [d] 417(b)|[a][b]  Town Hall Queen Victoria Rd|[b] Queen Victoria Road|[c] Police Station|[d] Borough Police Station opened 30.10.35",|Civic building|Streetscape|,,|Architectural feature|Bridge|Police station|Tree|,,,,"Sweetland, Edward",,,RHW01023.jpg,4,Photo Print,Certain,Certain,QUEV51 | P866 | W.Q.VIC(1) | 0.10217,152,203,Monochrome,Good,MEW,17.2.2005,BAT_001,LIB_001,RHW01023,600 x 600,8,4877,3668,25.5.2005 12:08:23,25.5.2005 12:08:23,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,337804ce317121199cf444329f488dfb,HDC:20060302,NULL,0000-00-00 00:00:00,P,viewfromthesouthofpolicestationandtownhallqueenvictoriardhighwycombesept1937,slookingnorthupqueenvictoriardtowardshighstreet,showingbridgeoverrwyepolicestationandtownhall,photographersdate,,rubberstampofedwardsweetland2|s2jpg|rubberstampofcountylibrarysweetlandcollectionab|s11jpg|rubberstampofhighwycombelibraryroundelc417a|s10jpg|rubberstampofhighwycombelibraryroundeld417b|abtownhallqueenvictoriard|bqueenvictoriaroad|cpolicestation|dboroughpolicestationopened301035
1024,RHW,publish,"View from the South of the new Liberal Club, Queen Victoria Rd, High Wycombe. 1930's",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,S. facing building,,about 1930 ,19290000,19310000,Recently built Liberal Club,"Rubber Stamp of High Wycombe Library (roundel), 405|s10.JPG|Liberal Club High Wyc.",|Streetscape|Recreational building|,,|Club|,,,,,,,RHW01024.jpg,1,Photo Print,Certain,Fairly Sure,QUEV52 | P829 | 405W.Q.VIC(1) | 728.45,50,202,Monochrome,Good,MEW,17.2.2005,BAT_001,LIB_001,RHW01024,600 x 600,8,4844,3636,25.5.2005 12:27:33,25.5.2005 12:27:33,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,e48a7f4a4bd38337cd19eede51bb09df,HDC:20060302,NULL,0000-00-00 00:00:00,P,viewfromthesouthofthenewliberalclubqueenvictoriardhighwycombe1930s,sfacingbuilding,,recentlybuiltliberalclub,,rubberstampofhighwycombelibraryroundel405|s10jpg|liberalclubhighwyc
1025,RHW,publish,"Looking South, a wintry scene in Queen Victoria Rd, High Wycombe. Jan 1927",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,"High Street, looking South towards Wycombe Abbey",Town Hall and Christchurch Sunday School under a blanket of snow,1.1927,19270100,19270131,Library stamp date,"Rubber Stamp of Clarence Sweetland (4)|s4.JPG|Rubber Stamp of County Library Sweetland Collection, [a] |s11.JPG|[a] 123%|[d] January 1927    E.Sweetland(signature) (front)|[a][b][c]  Queen Victoria Road",|Civic building|Streetscape|,|Weather|,|Motor vehicle|,,,,"Sweetland,",,"[d] dimensions 289x200mm, mounted on card",RHW01025.jpg,4,Photo Print,Certain,Fairly Sure,QUEV49 | P792 | W.Q.VIC(1) | 0.8695,98,156,Monochrome,Good,MEW,17.2.2005,BAT_001,LIB_001,RHW01025c,600 x 600,8,3856,2670,25.5.2005 12:27:21,25.5.2005 12:27:21,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,fe91617ce624a4644e84b1ccb9ae8997,HDC:20060302,NULL,02/09/2017 18:02,P,lookingsouthawintrysceneinqueenvictoriardhighwycombejan1927,highstreetlookingsouthtowardswycombeabbey,townhallandchristchurchsundayschoolunderablanketofsnow,librarystampdate,,rubberstampofclarencesweetland4|s4jpg|rubberstampofcountylibrarysweetlandcollectiona|s11jpg|a123|djanuary1927esweetlandsignaturefront|abcqueenvictoriaroad
1026,RHW,publish,"Town Hall and Police Station, Queen Victoria Road, High Wycombe, about 1960",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,E. towards Town Hall and Police Station,Town Hall and Police Station with Wycombe Abbey in Background,about 1960 ,19590000,19610000,,"Q.Victoria Rd. Town Hall|Town Hall, High Wycombe(front)",|Civic building|Streetscape|,,|Bus stop|Cycle|Motor vehicle|Police station|Street lighting|Woman|,,,,,,,RHW01026.jpg,1,Post card,Certain,Unsure,QUEV50 | P818 | W.Q.VIC(5) | H.3603(front),82,138,Full Colour,OK,MEW,21.2.2005,BAT_001,LIB_001,RHW01026,600 x 600,8 8 8,3270,1958,25.5.2005 12:55:29,25.5.2005 12:55:29,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,132d62064f058606414d2b13d3c57c60,HDC:20060302,NULL,0000-00-00 00:00:00,P,townhallandpolicestationqueenvictoriaroadhighwycombeabout1960,etowardstownhallandpolicestation,townhallandpolicestationwithwycombeabbeyinbackground,,,qvictoriardtownhall|townhallhighwycombefront
1027,RHW,publish,"Western side of Bridge over River Wye showing commemorative plaque, Queen Victoria Rd, High Wycombe. Date unknown",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,E to bridge over River Wye,"Showing western side of bridge over River Wye and commemorative plaque, which reads QUEEN VICTORIA BRIDGE AND ROAD PRESENTED TO THE BOROUGH OF HIGH WYCOMBE BY CHARLES ROBERT FIRST EARL CARRINGTON IN THE YEAR 1901 TO COMMEMORATE THE PROSPEROUS AND GLORIOUS REIGN OF HER MOST GRACIOUS MAJESTY QUEEN VICTORIA",,0,0,,Page 43,|Streetscape|,,|Bridge|Railings|River/stream|Sign|,,,,,,,RHW01027.jpg,1,Photo Print,Certain,No Idea,QUEV55 | P833 | W.Q.VIC(1) | 333 | 2,80,117,Monochrome,Good,MEW,21.2.2005,BAT_001,LIB_001,RHW01027,600 x 600,8,2868,2028,25.5.2005 13:05:09,25.5.2005 13:05:09,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,1ec84e37dd0906d5bc9f872c445a1398,HDC:20060302,NULL,0000-00-00 00:00:00,P,westernsideofbridgeoverriverwyeshowingcommemorativeplaquequeenvictoriardhighwycombedateunknown,etobridgeoverriverwye,showingwesternsideofbridgeoverriverwyeandcommemorativeplaquewhichreadsqueenvictoriabridgeandroadpresentedtotheboroughofhighwycombebycharlesrobertfirstearlcarringtonintheyear1901tocommemoratetheprosperousandgloriousreignofhermostgraciousmajestyqueenvictoria,,,page43
1028,RHW,publish,"Library and gardens, Queen Victoria Rd, High Wycombe. 1988",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,N towards Library,"Library and Library gardens, Town Hall in background",about 1986 ,19850000,19870000,Dated from Library sign on wall,"LIBRARY ENDS, HIGH WYCOMBE|[a][b] Queen Victoria Rd",|Civic building|,,|Crest/emblem|Garden|Man|Sign|,,,,,,Slight wear on bottom corners,RHW01028.jpg,3,Post card,Certain,Fairly Sure,QUEV56 | P847 | W>Q.VIC(2),88,140,Full Colour,OK,MEW,21.2.2005,BAT_001,LIB_001,RHW01028b,600 x 600,8 8 8,1690,1070,25.5.2005 13:04:40,25.5.2005 13:04:40,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,43138daef4e91c374ca7f895deb10bfd,HDC:20060302,NULL,0000-00-00 00:00:00,P,libraryandgardensqueenvictoriardhighwycombe1988,ntowardslibrary,libraryandlibrarygardenstownhallinbackground,datedfromlibrarysignonwall,,libraryendshighwycombe|abqueenvictoriard
1029,RHW,publish,"Christ Church Sunday School building, Queen Victoria Rd, High Wycombe about 19206",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,W opposite Christ Church Sunday School building,Name on plaque on building,about 1926 ,19250000,19270000,Date given on plaque,"Rubber Stamp of County Library Sweetland Collection, Christ Church Sunday School, High Wycombe|s11.JPG|(front)Christ Church and two other words|side81'0|front84",|Recreational building|,,|Railings|Sign|,,,,,,Slight puckering,RHW01029.jpg,1,Photo Print,Certain,Estimate,QUEV53 | P827 | W.Q.VIC(1),90,130,Monochrome,OK,MEW,21.2.2005,BAT_001,LIB_001,RHW01029,600 x 600,8,3117,2128,25.5.2005 13:12:42,25.5.2005 13:12:42,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,109111716c3095972e8f08b99f897a6c,HDC:20060302,NULL,0000-00-00 00:00:00,P,christchurchsundayschoolbuildingqueenvictoriardhighwycombeabout19206,woppositechristchurchsundayschoolbuilding,nameonplaqueonbuilding,dategivenonplaque,,rubberstampofcountylibrarysweetlandcollectionchristchurchsundayschoolhighwycombe|s11jpg|frontchristchurchandtwootherwords|side810|front84
1030,RHW,publish,"Liberal club and bridge over R.Wye Queen Victoria Rd, High Wycombe. 1960s",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,E at southern end Queen Victoria Rd,Liberal Club at southern end Queen Victoria Rd at junction with A404 Shows bridge over R. Wye and commemorative plaque College building in background,about 1960 ,19590000,19610000,,Liberal Club|2[deleted],|Recreational building|Streetscape|,,|Bridge|Club|Motor vehicle|Railings|River/stream|Sign|,,,,,,,RHW01030.jpg,1,Photo Print,Certain,Estimate,QUEV54 | P832 | W.Q.VIC(1),80,117,Monochrome,Good,MEW,21.2.2005,BAT_001,LIB_001,RHW01030,600 x 600,8,2838,2020,25.5.2005 13:12:29,25.5.2005 13:12:29,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,027702cf55dbbf5b1b51a0e76f3e18d9,HDC:20060302,NULL,0000-00-00 00:00:00,P,liberalclubandbridgeoverrwyequeenvictoriardhighwycombe1960s,eatsouthernendqueenvictoriard,liberalclubatsouthernendqueenvictoriardatjunctionwitha404showsbridgeoverrwyeandcommemorativeplaquecollegebuildinginbackground,,,liberalclub|2deleted
1031,RHW,publish,"Group of nine Library personnel taking part in a Sponsored Slim, Queen Victoria Rd, High Wycombe. Spring 1989",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Outside Library,Group of Library personnel on wall outside Library,1989 (Spring),19890000,19891231,Date of Sponsored Slim,Spring 1989|Sponsored Slim,|Group|,,|Woman|,,"Collins, Beryl,|Nazir, Rehana,|Woolley, Jocelyn,|Lant, Marlene,|Smith, Brenda,|Bevan, Jaci,|Sharpe, Lorna,|Baker, Carole,|Austin, Jane,",||||||||,,,,RHW01031.jpg,1,Photo Print,Certain,Certain,QUEV61,210,156,Monochrome,Good,MEW,21.2.2005,BAT_001,LIB_001,RHW01031,600 x 600,8,3720,5012,25.5.2005 13:23:51,25.5.2005 13:23:51,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,9441aa721c1674fbaf469d619ae317df,HDC:20060302,NULL,0000-00-00 00:00:00,F,groupofninelibrarypersonneltakingpartinasponsoredslimqueenvictoriardhighwycombespring1989,outsidelibrary,groupoflibrarypersonnelonwalloutsidelibrary,dateofsponsoredslim,collinsberyl|nazirrehana|woolleyjocelyn|lantmarlene|smithbrenda|bevanjaci|sharpelorna|bakercarole|austinjane,spring1989|sponsoredslim
