id,nodeType,url,created,updated,status,type,creator,owner,publisher,copyright,tags,when,date,what,learn,locations,files,guid,publisher_ref,title_en,title_cy,description_en,description_cy,author_id,author_name,license_reproducedPermission,license_additionalText,license_type,original_item_url_en,original_item_url_cy,description,license_additionalText_en,license_additionalText_cy,license_reproducedPermission_en,license_reproducedPermission_cy,thumbnail,collection_items,content_en,content_cy,content
44634,item,https://www.peoplescollection.wales/items/44634,1363003364,1501242711,published,item,Unknown,Unknown,,,"['Agriculture', 'Blaenpennal', 'Farming', 'Shearing', 'Sheep']",[],,[],[],[],"[{'originalFilename': '137479_CHB001.P010.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/137479_CHB001.P010.jpg', 'type': 'undefined', 'target_id': '376000'}]",0adea2de-3748-4319-9e74-8be5e87f6120,,Sheep Shearing Day in Blaenpennal,Diwrnod Cneifio ym Mlaenpennal,Group photo including Rev W J Davies,Llun o grwp o bobl yn cynnwys Parchedig W J Davies,2794,Cymdeithas Hanes Blaenpennal,[],,CAL,,,,"<p>
	This item was collected by Cymdeithas Hanes Blaenpennal. With thanks to John Gwynn Jones.</p>
","<p>
	Casglwyd yr eitem hon gan Gymdeithas Hanes Blaenpennal. &nbsp;Gyda diolch i John Gwynn Jones. &nbsp;</p>
",,,,,,,
44635,item,https://www.peoplescollection.wales/items/44635,1363169945,1593006468,published,item,Gwilym Tudur ,Llyfrgell Genedlaethol Cymru,,,"['Bridge', 'Language', 'Protest', 'Trefechan', 'Welsh']",[],,[],[],"[{'lat': '52.411540000000', 'lon': '-4.085111000000', 'description': {'en': 'Trefechan Bridge Protest, 2 February 1963 (1 of 7)', 'cy': 'Protest Pont Trefechan, 2 Chwefror 1963 (1 o 7)'}}]","[{'originalFilename': '137480_movie1.mp4', 'url': 'https://www.peoplescollection.wales/sites/default/files/item_videos/original/2015/January/137480_movie1.mp4', 'type': 'video', 'target_id': '376001'}]",26b0928c-2f00-4fad-b512-cf569ee08fd5,,"Trefechan Bridge Protest, 2 February 1963 (1 of 7)","Protest Pont Trefechan, 2 Chwefror 1963 (1 o 7) ","Gwilym Tudur talking about the lack of use of the Welsh language in official matters in Wales before the Welsh Language Society was formed. He discusses road signs, the press, sending letters and also translating and interpreting.","Gwilym Tudur yn sôn am Seisnigrwydd y byd swyddogol yng Nghymru cyn sefydlu Cymdeithas yr Iaith drwy sgwrsio am arwyddion ffordd, y wasg, anfon llythyrau a hefyd cyfieithu a chyfieithu ar y pryd.",2889,Gathering The Jewels,[],,CAL,,,,Kind permission was given by Gwilym Tudur to upload this item to People's Collection,Uwchlwythwyd yr eitem hon i Gasgliad y Werin trwy garedigrwydd a chaniatad Gwilym Tudur.,,,,,,,
44636,item,https://www.peoplescollection.wales/items/44636,1363172529,1593626815,published,item,Gwilym Tudur,Llyfrgell Genedlaethol Cymru,,,"['Bridge', 'Language', 'Protest', 'Trefechan', 'Welsh']",[],,[],[],"[{'lat': '52.411540000000', 'lon': '-4.085111000000', 'description': {'en': 'Trefechan Bridge Protest, 2 February 1963 (2 of 7)', 'cy': 'Trefechan Bridge Protest, 2 February 1963 (2 of 7)'}}]","[{'originalFilename': '137481_movie2.mp4', 'url': 'https://www.peoplescollection.wales/sites/default/files/item_videos/original/2018/May/137481_movie2.mp4', 'type': 'video', 'target_id': '376002'}]",aa5a8e6d-7118-4ce7-940a-27ee45f8f0d3,,"Trefechan Bridge Protest, 2 February 1963 (2 of 7)","Protest Pont Trefechan, 2 Chwefror 1963 (2 o 7) ","Gwilym Tudur talking about politics in Wales in the late 1950s and early 1960s. He pays particular attention to what was being discussed in the media - Tryweryn, the Beasleys and Saunders Lewisradio lecture.","Gwilym Tudur yn sôn am wleidyddiaeth yng Nghymru ar ddiwedd y 1950au a dechrau'r 1960au. Mae'n rhoi sylw arbennig i'r hyn oedd yn cael ei drafod gyda'r cyfryngau - Tryweryn, teulu'r Beasleys a darlith radio Saunders Lewis.",2889,Gathering The Jewels,[],,CAL,,,,Kind permission was given by Gwilym Tudur to upload this item to People's Collection,Uwchlwythwyd yr eitem hon i Gasgliad y Werin trwy garedigrwydd a chaniatad Gwilym Tudur.,,,,,,,
44637,item,https://www.peoplescollection.wales/items/44637,1363172608,1593626816,published,item,Gwilym Tudur,Llyfrgell Genedlaethol Cymru,,,"['Bridge', 'Language', 'Protest', 'Trefechan', 'Welsh']",[],,[],[],"[{'lat': '52.411540000000', 'lon': '-4.085111000000', 'description': {'en': 'Trefechan Bridge Protest, 2 February 1963 (3 of 7)', 'cy': 'Trefechan Bridge Protest, 2 February 1963 (3 of 7)'}}]","[{'originalFilename': '137482_movie3.mp4', 'url': 'https://www.peoplescollection.wales/sites/default/files/item_videos/original/2015/January/137482_movie3.mp4', 'type': 'video', 'target_id': '376003'}]",1cefb0bc-5359-4cf2-b0de-2640f6ebc832,,"Trefechan Bridge Protest, 2 February 1963 (3 of 7)","Protest Pont Trefechan, 2 Chwefror 1963 (3 o 7) ",Gwilym Tudur discusses local people's views about the Welsh language and their opinion of the Welsh Language Society's protests.,Gwilym Tudur yn sôn am farn pobl leol am sefyllfa'r iaith Gymraeg a phrotestiadau Cymdeithas yr Iaith.,2889,Gathering The Jewels,[],,CAL,,,,Kind permission was given by Gwilym Tudur to upload this item to People's Collection,Uwchlwythwyd yr eitem hon i Gasgliad y Werin trwy garedigrwydd a chaniatad Gwilym Tudur.,,,,,,,
44638,item,https://www.peoplescollection.wales/items/44638,1363172657,1593626818,published,item,Gwilym Tudur ,Llyfrgell Genedlaethol Cymru,,,"['Bridge', 'Language', 'Protest', 'Trefechan', 'Welsh']",[],,[],[],"[{'lat': '52.411540000000', 'lon': '-4.085111000000', 'description': {'en': 'Trefechan Bridge Protest, 2 February 1963 (4 of 7)', 'cy': 'Trefechan Bridge Protest, 2 February 1963 (4 of 7)'}}]","[{'originalFilename': '137483_movie4.mp4', 'url': 'https://www.peoplescollection.wales/sites/default/files/item_videos/original/2015/January/137483_movie4.mp4', 'type': 'video', 'target_id': '376004'}]",d72b74ce-9cdc-4043-b573-4100507889da,,"Trefechan Bridge Protest, 2 February 1963 (4 of 7)","Protest Pont Trefechan, 2 Chwefror 1963 (4 o 7) ","Gwilym Tudur talks about the political agendas while he was a student at Aberystwyth University. He specifically mentions the lack of support for Plaid Cymru at the time, and the establishment of the Welsh Language Society.","Gwilym Tudur yn sôn am y wleidyddiaeth chwerw oedd yn bodoli tra roedd yn fyfyriwr ym Mhrifysgol Aberystwyth. Mae'n sôn yn benodol am diffyg cefnogaeth tuag at Plaid Cymru ar y pryd, a sefydlu Cymdeithas yr Iaith.",2889,Gathering The Jewels,[],,CAL,,,,"	Kind permission was given by Gwilym Tudur to upload this item to People&#39;s Collection &nbsp;",Uwchlwythwyd yr eitem hon i Gasgliad y Werin trwy garedigrwydd a chaniatad Gwilym Tudur.,,,,,,,
44639,item,https://www.peoplescollection.wales/items/44639,1363172799,1596284028,published,item,Gwilym Tudur ,Llyfrgell Genedlaethol Cymru,,,"['Bridge', 'Language', 'Protest', 'Trefechan', 'Welsh']",[],,[],[],"[{'lat': '52.411540000000', 'lon': '-4.085111000000', 'description': {'en': 'Trefechan Bridge Protest, 2 February 1963 (6 of 7)', 'cy': 'Trefechan Bridge Protest, 2 February 1963 (6 of 7)'}}]","[{'originalFilename': '137485_movie6.mp4', 'url': 'https://www.peoplescollection.wales/sites/default/files/item_videos/original/2015/January/137485_movie6.mp4', 'type': 'video', 'target_id': '376005'}]",fd84b71d-481a-40f8-a4ec-6ea5e40b1cbc,,"Trefechan Bridge Protest, 2 February 1963 (6 of 7)","Protest Pont Trefechan, 2 Chwefror 1963 (6 o 7) ",Gwilym Tudur talks about his experience on the day of the Welsh Language Society's protest on Trefechan Bridge.,Gwilym Tudur yn sôn am ei brofiad ef o ddiwrnod protest Pont Trefechan.,2889,Gathering The Jewels,[],,CAL,,,,Kind permission was given by Gwilym Tudur to upload this item to People's Collection,Uwchlwythwyd yr eitem hon i Gasgliad y Werin trwy garedigrwydd a chaniatad Gwilym Tudur.,,,,,,,
44640,item,https://www.peoplescollection.wales/items/44640,1363172882,1596284030,published,item,Gwilym Tudur ,Llyfrgell Genedlaethol Cymru,,,"['Bridge', 'Language', 'Protest', 'Trefechan', 'Welsh']",[],,[],[],"[{'lat': '52.411540000000', 'lon': '-4.085111000000', 'description': {'en': 'Trefechan Bridge Protest, 2 February 1963 (7 of 7)', 'cy': 'Trefechan Bridge Protest, 2 February 1963 (7 of 7)'}}]","[{'originalFilename': '137486_movie7.mp4', 'url': 'https://www.peoplescollection.wales/sites/default/files/item_videos/original/2015/January/137486_movie7.mp4', 'type': 'video', 'target_id': '376006'}]",a9580615-5fbb-4233-9332-5f1c4604e0fe,,"Trefechan Bridge Protest, 2 February 1963 (7 of 7)","Protest Pont Trefechan, 2 Chwefror 1963 (7 o 7) ","Gwilym Tudur talks about the unexpected response to the protest on Trefechan Bridge from both the Welsh and English medium press. He mentions the change in behaviour towards the Welsh Language Society in the press today, and also mention the other organizations that have been essential in order to gain a better status for the Welsh language.",Gwilym Tudur yn sôn am ymateb annisgwyl y wasg i brotest Pont Trefechan mewn papurau newydd cyfrwng Cymraeg a Saesneg ar ôl meddwl bod y diwrnod wedi bod yn fethiant. Mae'n crybwyll y newid mewn ymddygiad wrth y wasg heddiw tuag at Gymdeithas yr Iaith a hefyd sôn am y sefydliadau eraill sydd wedi bod yn hanfodol er mwyn ennill gwell statws i'r iaith Gymraeg.,2889,Gathering The Jewels,[],,CAL,,,,Kind permission was given by Gwilym Tudur to upload this item to People's Collection,Uwchlwythwyd yr eitem hon i Gasgliad y Werin trwy garedigrwydd a chaniatad Gwilym Tudur.,,,,,,,
44641,item,https://www.peoplescollection.wales/items/44641,1363182710,1593626822,published,item,Gwilym Tudur,Llyfrgell Genedlaethol Cymru,,,"['Bridge', 'Language', 'Protest', 'Trefechan', 'Welsh']",[],,[],[],[],"[{'originalFilename': '137490_movie5.mp4', 'url': 'https://www.peoplescollection.wales/sites/default/files/item_videos/original/2015/January/137490_movie5.mp4', 'type': 'video', 'target_id': '376007'}]",afe1f8a9-1313-48cd-a847-ee0b64fac155,,"Trefechan Bridge Protest, 2 February 1963 (5 of 7)","Protest Pont Trefechan, 2 Chwefror 1963 (5 o 7) ","Gwilym Tudur talks about the efforts made to organize the Welsh Language Society's protest on 2 February 1963, and the original purpose of the day' which was to break local law by putting up posters on buildings in order to obtain summonses.","Gwilym Tudur yn sôn am yr ymdrechion a fu i drefnu protest Cymdeithas yr Iaith ar 2 Chwefror 1963, a phwrpas gwreiddiol y diwrnod sef i dorri cyfraith leol drwy roi posteri ar adeiladau er mwyn cael gwysion.",2889,Gathering The Jewels,[],[],,,,,,,,,,,,,
44642,item,https://www.peoplescollection.wales/items/44642,1363277567,1501242724,published,item,Unknown,Unknown,,,[],[],,[],[],[],"[{'originalFilename': '137496_PCW_Parachutedress.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/137496_PCW_Parachutedress.jpg', 'type': 'undefined', 'target_id': '376008'}]",b495f730-fd72-4b4c-924e-4d647258d2ba,,Wartime wedding dress,Wartime wedding dress,"Full-length cream, parachute silk wartime wedding dress for wedding between Margaret and John Freeman were married on 7 August 1948","Full-length cream, parachute silk wartime wedding dress for wedding between Margaret and John Freeman were married on 7 August 1948",3149,Amgueddfa Ceredigion Museum,[],[],,,,,,,,,,,,,
44643,item,https://www.peoplescollection.wales/items/44643,1363278221,1501242727,published,item,Unknown,Unknown,,,[],[],,[],[],[],"[{'originalFilename': '137497_Quilt.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/137497_Quilt.jpg', 'type': 'undefined', 'target_id': '376009'}]",a3ce95e7-8f4b-4f8f-af3d-ab2c624a6855,,Welsh wedding quilt,Welsh wedding quilt,A quilt made ahead of a Welsh wedding in1893,A quilt made ahead of a Welsh wedding in1893,3149,Amgueddfa Ceredigion Museum,[],[],,,,,,,,,,,,,
41076,item,https://www.peoplescollection.wales/items/41076,1339673064,1501233581,published,item,Unknown,Llangollen Museum,,"[{'holder': {'en': 'Llangollen Museum', 'cy': 'Amgueddfa Llangollen'}, 'year': '2004', 'type': 'copyright'}]","['Llangollen', 'Valle Crucis Abbey']",[],"+0000000000999999,",[],[],"[{'lat': '52.969215000000', 'lon': '-3.171660000000'}]","[{'originalFilename': 'EMR6.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/EMR6.jpg', 'type': 'image', 'target_id': '372159'}]",05006d4b-bd56-4d46-a21b-33c244404318,DCL02068,Llangollen. Valle Crucis Abbey,Llangollen.,Llangollen. Valle Crucis Abbey.Object Reference: 2004.5.6,Llangollen. Abaty Glyn y Groes.Cyfeirnod: 2004.5.6,2608,Llangollen Museum,[],[],,http://www.llangollenmuseum.org.uk/,,,,,,,,,,,
41077,item,https://www.peoplescollection.wales/items/41077,1339673077,1501233584,published,item,Unknown,Llangollen Museum,,"[{'holder': {'en': 'Llangollen Museum', 'cy': 'Amgueddfa Llangollen'}, 'year': '2004', 'type': 'copyright'}]","['Llangollen', 'Worlds End']",[],"+0000000000999999,",[],[],"[{'lat': '52.969215000000', 'lon': '-3.171660000000'}]","[{'originalFilename': 'EMR7.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/EMR7.jpg', 'type': 'image', 'target_id': '372160'}]",2dc70779-4f8b-4453-99fd-5f1f7da6af31,DCL02069,Llangollen. Worlds End,Llangollen.,"Llangollen. Plas Uchaf, Worlds End.Object Reference: 2004.5.7",Llangollen. Cyfeirnod: 2004.5.7,2608,Llangollen Museum,[],[],,http://www.llangollenmuseum.org.uk/,,,,,,,,,,,
41078,item,https://www.peoplescollection.wales/items/41078,1339673093,1501233588,published,item,Unknown,Llangollen Museum,,"[{'holder': {'en': 'Llangollen Museum', 'cy': 'Amgueddfa Llangollen'}, 'year': '2004', 'type': 'copyright'}]","['Llangollen', 'Timber yard']",[],"+0018910000999999,",[],[],"[{'lat': '52.969215000000', 'lon': '-3.171660000000'}]","[{'originalFilename': 'EMR8.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/EMR8.jpg', 'type': 'image', 'target_id': '372161'}]",c2d58700-6ddf-49d6-8b67-9c10ea8b3f92,DCL02070,Llangollen. Timber Yard,Llangollen.,Llangollen. A thriving Coward's timber yard. Object Reference: 2004.5.8,Llangollen. Iard goed ffyniannus Coward.Cyfeirnod: 2004.5.8,2608,Llangollen Museum,[],[],,http://www.llangollenmuseum.org.uk/,,,,,,,,,,,
41079,item,https://www.peoplescollection.wales/items/41079,1339673105,1501233591,published,item,Unknown,Llangollen Museum,,"[{'holder': {'en': 'Llangollen Museum', 'cy': 'Amgueddfa Llangollen'}, 'year': '2004', 'type': 'copyright'}]","['Llangollen', 'Unknown']",[],"+0000000000999999,",[],[],"[{'lat': '52.969215000000', 'lon': '-3.171660000000'}]","[{'originalFilename': 'EMR9.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/EMR9.jpg', 'type': 'image', 'target_id': '372162'}]",c9b9cb99-ee63-486d-b01d-794130f6edd4,DCL02071,Llangollen. Unknown,Llangollen.  Anhysbys,Llangollen. Unknown/ Anhysbys Object Reference: 2004.5.9,Llangollen. Cyfeirnod: 2004.5.9,2608,Llangollen Museum,[],[],,http://www.llangollenmuseum.org.uk/,,,,,,,,,,,
